usid,term,chief,name,issue,issue_description,liberal_flag,precedent
373US244,1962,Warren,PETERSON et al. v. CITY OF GREENVILLE,20080,sit-in demonstrations (protests against racial discrimination in places of public accommodation),1,0
373US267,1962,Warren,LOMBARD et al. v. LOUISIANA,20080,sit-in demonstrations (protests against racial discrimination in places of public accommodation),1,0
373US284,1962,Warren,WRIGHT et al. v. GEORGIA,20080,sit-in demonstrations (protests against racial discrimination in places of public accommodation),1,0
373US294,1962,Warren,WISCONSIN et al. v. FEDERAL POWER COMMISSION et al.,80300,federal and some few state regulation of public utilities regulation: gas producer,0,0
373US341,1962,Warren,"SILVER, DOING BUSINESS AS MUNICIPAL SECURITIES CO., et al. v. NEW YORK STOCK EXCHANGE",80010,antitrust (except in the context of mergers and union antitrust),1,0
373US410,1962,Warren,REED v. THE YAKA et al.,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",1,0
373US427,1962,Warren,LOPEZ v. UNITED STATES,10490,statutory construction of criminal laws: internal revenue (cf. Federal Taxation),0,0
373US503,1962,Warren,HAYNES v. WASHINGTON,10010,involuntary confession,1,0
373US546,1962,Warren,ARIZONA v. CALIFORNIA et al.,80130,"natural resources - environmental protection (cf. national supremacy: natural resources, national supremacy: pollution)",1,0
373US647,1962,Warren,WHEELDIN et al. v. WHEELER,30050,legislative investigations: concerning internal security only,1,0
373US690,1962,Warren,"LOCAL 100, UNITED ASSOCIATION OF JOURNEYMEN & APPRENTICES, v. BORDEN",100020,federal pre-emption of state court jurisdiction,1,0
373US701,1962,Warren,"LOCAL NO. 207, INTERNATIONAL ASSOCIATION OF BRIDGE, STRUCTURAL AND ORNAMENTAL IRON WORKERS UNION, et al. v. PERKO",100020,federal pre-emption of state court jurisdiction,1,0
373US723,1962,Warren,RIDEAU v. LOUISIANA,10260,extra-legal jury influences: pretrial publicity,1,0
373US746,1962,Warren,"RETAIL CLERKS INTERNATIONAL ASSOCIATION, LOCAL 1625, AFL-CIO, et al. v. SCHERMERHORN et al.",70030,union or closed shop: includes agency shop litigation,0,0
374US16,1962,Warren,"FITZGERALD, PUBLIC ADMINISTRATOR, v. UNITED STATES LINES CO.",80040,sufficiency of evidence: typically in the context of a jury's determination of compensation for injury or death,1,0
374US23,1962,Warren,KER et ux. v. CALIFORNIA,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),1,0
374US84,1962,Warren,UNITED STATES v. PIONEER AMERICAN INSURANCE CO. et al.,120030,priority of federal fiscal claims: over those of the states or private entities,1,0
374US109,1962,Warren,YELLIN v. UNITED STATES,30050,legislative investigations: concerning internal security only,1,0
374US174,1962,Warren,UNITED STATES v. SINGER MANUFACTURING CO.,80010,antitrust (except in the context of mergers and union antitrust),1,0
374US203,1962,Warren,"SCHOOL DISTRICT OF ABINGTON TOWNSHIP, PENNSYLVANIA, et al. v. SCHEMPP et al.",30170,establishment of religion (other than as pertains to parochiaid:),1,0
374US321,1962,Warren,UNITED STATES v. PHILADELPHIA NATIONAL BANK et al.,80020,mergers,1,0
374US398,1962,Warren,"SHERBERT v. VERNER et al., MEMBERS OF SOUTH CAROLINA EMPLOYMENT SECURITY COMMISSION, et al.",30160,free exercise of religion,1,0
374US424,1962,Warren,"HEAD, DOING BUSINESS AS LEA COUNTY PUBLISHING CO., et al. v. NEW MEXICO BOARD OF EXAMINERS IN OPTOMETRY",100120,national supremacy: miscellaneous,0,0
375US2,1963,Warren,"PICKELSIMER v. WAINWRIGHT, CORRECTIONS DIRECTOR",10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),1,0
375US85,1963,Warren,FAHY v. CONNECTICUT,10060,"search and seizure, vehicles",1,0
375US96,1963,Warren,"RETAIL CLERKS INTERNATIONAL ASSOCIATION, LOCAL 1625, AFL-CIO, et al. v. SCHERMERHORN et al.",100020,federal pre-emption of state court jurisdiction,0,0
375US106,1963,Warren,DURFEE et ux. v. DUKE,110010,boundary dispute between states,0,0
375US180,1963,Warren,"SECURITIES AND EXCHANGE COMMISSION v. CAPITAL GAINS RESEARCH BUREAU, INC., et al.",80120,federal or state regulation of securities,1,0
375US208,1963,Warren,DENNIS v. DENVER & RIO GRANDE WESTERN RAILROAD CO.,80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",1,0
375US335,1963,Warren,HUMPHREY et al. v. MOORE et al.,70010,arbitration (in the context of labor-management or employer-employee relations) (cf. arbitration),1,0
375US411,1963,Warren,ENGLAND et al. v. LOUISIANA STATE BOARD OF MEDICAL EXAMINERS et al.,90090,"comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals",1,0
376US1,1963,Warren,"WESBERRY et al. v. SANDERS, GOVERNOR OF GEORGIA, et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,1,1
376US52,1963,Warren,"WRIGHT et al. v. ROCKEFELLER, GOVERNOR OF NEW YORK, et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,0,0
376US254,1963,Warren,NEW YORK TIMES CO. v. SULLIVAN,30030,"libel, defamation: defamation of public officials and public and private persons",1,0
376US315,1963,Warren,"ITALIA SOCIETA PER AZIONI DI NAVIGAZIONE v. OREGON STEVEDORING CO., INC.",80070,"liability, other than as in sufficiency of evidence, election of remedies, punitive damages",0,0
376US364,1963,Warren,PRESTON v. UNITED STATES,10060,"search and seizure, vehicles",1,0
376US398,1963,Warren,"BANCO NACIONAL DE CUBA v. SABBATINO, RECEIVER, et al.",90490,judicial administration: Act of State doctrine,0,0
376US483,1963,Warren,STONER v. CALIFORNIA,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),1,0
376US575,1963,Warren,"UNGAR v. SARAFITE, JUDGE OF THE COURT OF GENERAL SESSIONS OF THE COUNTY OF NEW YORK",10080,contempt of court or congress,0,0
376US665,1963,Warren,UNITED STATES v. FIRST NATIONAL BANK & TRUST CO. OF LEXINGTON et al.,80020,mergers,1,0
376US651,1963,Warren,UNITED STATES v. EL PASO NATURAL GAS CO. et al.,80020,mergers,1,0
376US681,1963,Warren,UNITED STATES v. BARNETT et al.,10080,contempt of court or congress,0,0
377US1,1963,Warren,BROTHERHOOD OF RAILROAD TRAINMEN v. VIRGINIA ex rel. VIRGINIA STATE BAR,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
377US13,1963,Warren,SIMPSON v. UNION OIL CO. OF CALIFORNIA,80010,antitrust (except in the context of mergers and union antitrust),1,0
377US33,1963,Warren,FEDERAL POWER COMMISSION v. TEXACO INC. et al.,90140,venue,0,0
377US58,1963,Warren,"NATIONAL LABOR RELATIONS BOARD v. FRUIT & VEGETABLE PACKERS & WAREHOUSEMEN, LOCAL 760, et al.",70140,labor-management disputes: picketing,1,0
377US95,1963,Warren,UNITED STATES v. WELDEN,10110,"self-incrimination, immunity from prosecution",0,0
377US163,1963,Warren,"SCHNEIDER v. RUSK, SECRETARY OF STATE",20280,"immigration and naturalization: loss of citizenship, denaturalization",1,1
377US184,1963,Warren,PARDEN et al. v. TERMINAL RAILWAY OF THE ALABAMA STATE DOCKS DEPARTMENT et al.,80060,"liability, governmental: tort or contract actions by or against government or governmental officials other than defense of criminal actions brought under a civil rights action.",1,0
377US201,1963,Warren,MASSIAH v. UNITED STATES,10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),1,0
377US252,1963,Warren,"LOCAL 20, TEAMSTERS, CHAUFFEURS & HELPERS UNION v. MORTON, DOING BUSINESS AS LESTER MORTON TRUCKING CO.",100030,federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.,1,0
377US271,1963,Warren,UNITED STATES v. ALUMINUM CO. OF AMERICA et al.,80020,mergers,1,0
377US288,1963,Warren,"NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE v. ALABAMA ex rel. FLOWERS, ATTORNEY GENERAL",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
377US324,1963,Warren,HOSTETTER et al. v. IDLEWILD BON VOYAGE LIQUOR CORP.,100050,national supremacy: commodities,1,0
377US341,1963,Warren,DEPARTMENT OF REVENUE v. JAMES B. BEAM DISTILLING CO.,100110,national supremacy: state tax (cf. state tax),1,0
377US351,1963,Warren,UNITED STATES v. VERMONT et al.,120030,priority of federal fiscal claims: over those of the states or private entities,0,0
377US360,1963,Warren,BAGGETT et al. v. BULLITT et al.,30090,loyalty oath: government employees,1,0
377US426,1963,Warren,J. I. CASE CO. et al. v. BORAK,80120,federal or state regulation of securities,1,0
377US436,1963,Warren,GENERAL MOTORS CORP. v. WASHINGTON et al.,80100,state or local government tax,1,0
377US463,1963,Warren,UNITED STATES v. TATEO,10170,double jeopardy,0,0
377US533,1963,Warren,"REYNOLDS, JUDGE, et al. v. SIMS et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
377US633,1963,Warren,"WMCA, INC., et al. v. LOMENZO, SECRETARY OF STATE OF NEW YORK, et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
377US656,1963,Warren,"MARYLAND COMMITTEE FOR FAIR REPRESENTATION et al. v. TAWES, GOVERNOR OF MARYLAND, et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
377US678,1963,Warren,"DAVIS, SECRETARY, STATE BOARD OF ELECTIONS, et al. v. MANN et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
377US695,1963,Warren,"ROMAN, CLERK OF THE PEACE, et al. v. SINCOCK et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
377US713,1963,Warren,LUCAS et al. v. FORTY-FOURTH GENERAL ASSEMBLY OF COLORADO et al.,20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
378US1,1963,Warren,"MALLOY v. HOGAN, SHERIFF",10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),1,1
378US52,1963,Warren,MURPHY et al. v. WATERFRONT COMMISSION OF NEW YORK HARBOR,10110,"self-incrimination, immunity from prosecution",1,1
378US39,1963,Warren,"UNITED STATES et al. v. BOYD, COMMISSIONER",100060,national supremacy: intergovernmental tax immunity,0,0
378US108,1963,Warren,AGUILAR v. TEXAS,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),1,0
378US130,1963,Warren,GRIFFIN et al. v. MARYLAND,20080,sit-in demonstrations (protests against racial discrimination in places of public accommodation),1,0
378US153,1963,Warren,ROBINSON et al. v. FLORIDA,20080,sit-in demonstrations (protests against racial discrimination in places of public accommodation),1,0
378US158,1963,Warren,UNITED STATES v. PENN-OLIN CHEMICAL CO. et al.,80020,mergers,1,0
378US184,1963,Warren,JACOBELLIS v. OHIO,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",1,0
378US205,1963,Warren,A QUANTITY OF COPIES OF BOOKS et al. v. KANSAS,30190,"obscenity, state (cf. comity: privacy): including the regulation of sexually explicit material under the 21st Amendment",1,0
378US226,1963,Warren,BELL et al. v. MARYLAND,20080,sit-in demonstrations (protests against racial discrimination in places of public accommodation),1,0
378US347,1963,Warren,BOUIE et al. v. CITY OF COLUMBIA,20080,sit-in demonstrations (protests against racial discrimination in places of public accommodation),1,0
378US368,1963,Warren,"JACKSON v. DENNO, WARDEN",10010,involuntary confession,1,1
378US441,1963,Warren,UNITED STATES v. CONTINENTAL CAN CO. et al.,80020,mergers,1,0
378US478,1963,Warren,ESCOBEDO v. ILLINOIS,10120,right to counsel (cf. indigents appointment of counsel or inadequate representation),1,1
378US500,1963,Warren,APTHEKER et al. v. SECRETARY OF STATE,30060,"federal or state internal security legislation: Smith, Internal Security, and related federal statutes",1,0
379US48,1964,Warren,UNITED STATES et al. v. POWELL et al.,120010,"federal taxation, typically under provisions of the Internal Revenue Code",1,0
379US64,1964,Warren,GARRISON v. LOUISIANA,30030,"libel, defamation: defamation of public officials and public and private persons",1,0
379US89,1964,Warren,BECK v. OHIO,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),1,0
379US148,1964,Warren,"GILLESPIE, ADMINISTRATRIX v. UNITED STATES STEEL CORP.",80050,election of remedies: legal remedies available to injured persons or things,1,0
379US203,1964,Warren,FIBREBOARD PAPER PRODUCTS CORP. v. NATIONAL LABOR RELATIONS BOARD et al.,70070,labor-management disputes: bargaining,1,0
379US306,1964,Warren,HAMM v. CITY OF ROCK HILL,20080,sit-in demonstrations (protests against racial discrimination in places of public accommodation),1,0
379US433,1964,Warren,"FORTSON, SECRETARY OF STATE OF GEORGIA v. DORSEY et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,0,0
379US443,1964,Warren,HENRY v. MISSISSIPPI,90180,no merits: adequate non-federal grounds for decision,0,0
379US466,1964,Warren,TURNER v. LOUISIANA,10210,extra-legal jury influences: contact with jurors outside courtroom,1,0
379US476,1964,Warren,STANFORD v. TEXAS,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),1,0
379US497,1964,Warren,CITY OF EL PASO v. SIMMONS,80110,"state or local government regulation, especially of business (cf. federal pre-emption of state court jurisdiction, federal pre-emption of state legislation or regulation)",1,0
379US536,1964,Warren,COX v. LOUISIANA,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees,1,0
379US559,1964,Warren,COX v. LOUISIANA,30150,protest demonstrations (other than as pertains to sit-in demonstrations): demonstrations and other forms of protest based on First Amendment guarantees,1,0
379US621,1964,Warren,"FORTSON, SECRETARY OF STATE OF GEORGIA, et al. v. TOOMBS et al.",20090,reapportionment: other than plans governed by the Voting Rights Act,1,0
379US650,1964,Warren,REPUBLIC STEEL CORP. v. MADDOX,70010,arbitration (in the context of labor-management or employer-employee relations) (cf. arbitration),0,0
380US1,1964,Warren,"UDALL, SECRETARY OF THE INTERIOR v. TALLMAN et al.",90120,judicial review of administrative agency's or administrative official's actions and procedures,0,0
380US51,1964,Warren,FREEDMAN v. MARYLAND,30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
380US63,1964,Warren,UNITED STATES v. GAINEY,10090,self-incrimination (other than as pertains to Miranda or immunity from prosecution),0,0
380US89,1964,Warren,CARRINGTON v. RASH et al.,20010,voting,1,0
380US102,1964,Warren,UNITED STATES v. VENTRESCA,10050,search and seizure (other than as pertains to vehicles or Crime Control Act),0,0
380US145,1964,Warren,LOUISIANA et al. v. UNITED STATES,20010,voting,1,0
380US128,1964,Warren,UNITED STATES v. MISSISSIPPI et al.,20010,voting,1,0
380US163,1964,Warren,UNITED STATES v. SEEGER,30130,conscientious objectors (cf. military draftee or military active duty) to military service,1,0
380US278,1964,Warren,"NATIONAL LABOR RELATIONS BOARD v. BROWN et al., DBA BROWN FOOD STORE, et al.",70200,labor-management disputes: miscellaneous dispute,0,0
380US300,1964,Warren,AMERICAN SHIP BUILDING CO. v. NATIONAL LABOR RELATIONS BOARD,70080,labor-management disputes: employee discharge,0,0
380US400,1964,Warren,POINTER v. TEXAS,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)",1,1
380US415,1964,Warren,DOUGLAS v. ALABAMA,10270,"confrontation (right to confront accuser, call and cross-examine witnesses)",1,0
380US424,1964,Warren,BURNETT v. NEW YORK CENTRAL RAILROAD CO.,80050,election of remedies: legal remedies available to injured persons or things,1,0
380US460,1964,Warren,"HANNA v. PLUMER, EXECUTOR",90110,"Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules",1,0
380US479,1964,Warren,"DOMBROWSKI et al. v. PFISTER, CHAIRMAN, JOINT LEGISLATIVE COMMITTEE ON UNAMERICAN ACTIVITIES OF THE LOUISIANA LEGISLATURE, et al.",30010,"First Amendment, miscellaneous (cf. comity: First Amendment)",1,0
380US528,1964,Warren,HARMAN et al. v. FORSSENIUS et al.,20010,voting,1,0
380US545,1964,Warren,ARMSTRONG v. MANZO ET UX.,40020,due process: hearing or notice (other than as pertains to government employees or prisoners' rights),1,0
